name,title,level,facing,categories,description,detail,remediation,metadata,cache_key
anon_security_definer_function_executable,Public Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable without signing in. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if it is not meant to be public.",Function `public.design_project_folders(p_project uuid)` can be executed by the `anon` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/design_project_folders`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.,https://supabase.com/docs/guides/database/database-linter?lint=0028_anon_security_definer_function_executable,"{""name"":""design_project_folders"",""schema"":""public"",""language"":""sql"",""arguments"":""p_project uuid"",""security_definer"":true}",anon_security_definer_function_executable_public_design_project_folders_p_project uuid
anon_security_definer_function_executable,Public Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable without signing in. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if it is not meant to be public.",Function `public.design_project_members_view(p_project uuid)` can be executed by the `anon` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/design_project_members_view`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.,https://supabase.com/docs/guides/database/database-linter?lint=0028_anon_security_definer_function_executable,"{""name"":""design_project_members_view"",""schema"":""public"",""language"":""sql"",""arguments"":""p_project uuid"",""security_definer"":true}",anon_security_definer_function_executable_public_design_project_members_view_p_project uuid
anon_security_definer_function_executable,Public Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable without signing in. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if it is not meant to be public.",Function `public.design_project_stage(p_project uuid)` can be executed by the `anon` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/design_project_stage`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.,https://supabase.com/docs/guides/database/database-linter?lint=0028_anon_security_definer_function_executable,"{""name"":""design_project_stage"",""schema"":""public"",""language"":""sql"",""arguments"":""p_project uuid"",""security_definer"":true}",anon_security_definer_function_executable_public_design_project_stage_p_project uuid
anon_security_definer_function_executable,Public Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable without signing in. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if it is not meant to be public.",Function `public.design_roles()` can be executed by the `anon` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/design_roles`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.,https://supabase.com/docs/guides/database/database-linter?lint=0028_anon_security_definer_function_executable,"{""name"":""design_roles"",""schema"":""public"",""language"":""sql"",""arguments"":"""",""security_definer"":true}",anon_security_definer_function_executable_public_design_roles_
anon_security_definer_function_executable,Public Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable without signing in. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if it is not meant to be public.",Function `public.design_settings_role_permissions()` can be executed by the `anon` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/design_settings_role_permissions`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.,https://supabase.com/docs/guides/database/database-linter?lint=0028_anon_security_definer_function_executable,"{""name"":""design_settings_role_permissions"",""schema"":""public"",""language"":""sql"",""arguments"":"""",""security_definer"":true}",anon_security_definer_function_executable_public_design_settings_role_permissions_
anon_security_definer_function_executable,Public Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable without signing in. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if it is not meant to be public.",Function `public.design_settings_roles()` can be executed by the `anon` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/design_settings_roles`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.,https://supabase.com/docs/guides/database/database-linter?lint=0028_anon_security_definer_function_executable,"{""name"":""design_settings_roles"",""schema"":""public"",""language"":""sql"",""arguments"":"""",""security_definer"":true}",anon_security_definer_function_executable_public_design_settings_roles_
anon_security_definer_function_executable,Public Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable without signing in. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if it is not meant to be public.",Function `public.guard_brief_answer_lock()` can be executed by the `anon` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/guard_brief_answer_lock`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.,https://supabase.com/docs/guides/database/database-linter?lint=0028_anon_security_definer_function_executable,"{""name"":""guard_brief_answer_lock"",""schema"":""public"",""language"":""plpgsql"",""arguments"":"""",""security_definer"":true}",anon_security_definer_function_executable_public_guard_brief_answer_lock_
anon_security_definer_function_executable,Public Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable without signing in. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if it is not meant to be public.",Function `public.guard_profile_role()` can be executed by the `anon` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/guard_profile_role`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.,https://supabase.com/docs/guides/database/database-linter?lint=0028_anon_security_definer_function_executable,"{""name"":""guard_profile_role"",""schema"":""public"",""language"":""plpgsql"",""arguments"":"""",""security_definer"":true}",anon_security_definer_function_executable_public_guard_profile_role_
anon_security_definer_function_executable,Public Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable without signing in. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if it is not meant to be public.",Function `public.guard_role_permission()` can be executed by the `anon` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/guard_role_permission`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.,https://supabase.com/docs/guides/database/database-linter?lint=0028_anon_security_definer_function_executable,"{""name"":""guard_role_permission"",""schema"":""public"",""language"":""plpgsql"",""arguments"":"""",""security_definer"":true}",anon_security_definer_function_executable_public_guard_role_permission_
anon_security_definer_function_executable,Public Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable without signing in. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if it is not meant to be public.",Function `public.has_design_access()` can be executed by the `anon` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/has_design_access`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.,https://supabase.com/docs/guides/database/database-linter?lint=0028_anon_security_definer_function_executable,"{""name"":""has_design_access"",""schema"":""public"",""language"":""sql"",""arguments"":"""",""security_definer"":true}",anon_security_definer_function_executable_public_has_design_access_
anon_security_definer_function_executable,Public Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable without signing in. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if it is not meant to be public.","Function `public.has_folder_capability(p_project uuid, p_folder text, p_min text)` can be executed by the `anon` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/has_folder_capability`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.",https://supabase.com/docs/guides/database/database-linter?lint=0028_anon_security_definer_function_executable,"{""name"":""has_folder_capability"",""schema"":""public"",""language"":""sql"",""arguments"":""p_project uuid, p_folder text, p_min text"",""security_definer"":true}","anon_security_definer_function_executable_public_has_folder_capability_p_project uuid, p_folder text, p_min text"
anon_security_definer_function_executable,Public Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable without signing in. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if it is not meant to be public.","Function `public.has_permission(p_resource text, p_action public.app_action)` can be executed by the `anon` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/has_permission`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.",https://supabase.com/docs/guides/database/database-linter?lint=0028_anon_security_definer_function_executable,"{""name"":""has_permission"",""schema"":""public"",""language"":""sql"",""arguments"":""p_resource text, p_action public.app_action"",""security_definer"":true}","anon_security_definer_function_executable_public_has_permission_p_resource text, p_action public.app_action"
anon_security_definer_function_executable,Public Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable without signing in. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if it is not meant to be public.","Function `public.has_project_permission(p_project uuid, p_resource text, p_action public.app_action)` can be executed by the `anon` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/has_project_permission`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.",https://supabase.com/docs/guides/database/database-linter?lint=0028_anon_security_definer_function_executable,"{""name"":""has_project_permission"",""schema"":""public"",""language"":""sql"",""arguments"":""p_project uuid, p_resource text, p_action public.app_action"",""security_definer"":true}","anon_security_definer_function_executable_public_has_project_permission_p_project uuid, p_resource text, p_action public.app_action"
anon_security_definer_function_executable,Public Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable without signing in. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if it is not meant to be public.",Function `public.is_department_lead(p_department uuid)` can be executed by the `anon` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/is_department_lead`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.,https://supabase.com/docs/guides/database/database-linter?lint=0028_anon_security_definer_function_executable,"{""name"":""is_department_lead"",""schema"":""public"",""language"":""sql"",""arguments"":""p_department uuid"",""security_definer"":true}",anon_security_definer_function_executable_public_is_department_lead_p_department uuid
anon_security_definer_function_executable,Public Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable without signing in. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if it is not meant to be public.","Function `public.is_folder_locked(p_project uuid, p_folder text)` can be executed by the `anon` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/is_folder_locked`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.",https://supabase.com/docs/guides/database/database-linter?lint=0028_anon_security_definer_function_executable,"{""name"":""is_folder_locked"",""schema"":""public"",""language"":""sql"",""arguments"":""p_project uuid, p_folder text"",""security_definer"":true}","anon_security_definer_function_executable_public_is_folder_locked_p_project uuid, p_folder text"
anon_security_definer_function_executable,Public Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable without signing in. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if it is not meant to be public.","Function `public.lead_can_grant(p_role uuid, p_resource text)` can be executed by the `anon` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/lead_can_grant`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.",https://supabase.com/docs/guides/database/database-linter?lint=0028_anon_security_definer_function_executable,"{""name"":""lead_can_grant"",""schema"":""public"",""language"":""sql"",""arguments"":""p_role uuid, p_resource text"",""security_definer"":true}","anon_security_definer_function_executable_public_lead_can_grant_p_role uuid, p_resource text"
anon_security_definer_function_executable,Public Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable without signing in. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if it is not meant to be public.",Function `public.leads_any_department()` can be executed by the `anon` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/leads_any_department`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.,https://supabase.com/docs/guides/database/database-linter?lint=0028_anon_security_definer_function_executable,"{""name"":""leads_any_department"",""schema"":""public"",""language"":""sql"",""arguments"":"""",""security_definer"":true}",anon_security_definer_function_executable_public_leads_any_department_
anon_security_definer_function_executable,Public Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable without signing in. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if it is not meant to be public.",Function `public.my_lead_departments()` can be executed by the `anon` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/my_lead_departments`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.,https://supabase.com/docs/guides/database/database-linter?lint=0028_anon_security_definer_function_executable,"{""name"":""my_lead_departments"",""schema"":""public"",""language"":""sql"",""arguments"":"""",""security_definer"":true}",anon_security_definer_function_executable_public_my_lead_departments_
anon_security_definer_function_executable,Public Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable without signing in. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if it is not meant to be public.",Function `public.my_permissions()` can be executed by the `anon` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/my_permissions`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.,https://supabase.com/docs/guides/database/database-linter?lint=0028_anon_security_definer_function_executable,"{""name"":""my_permissions"",""schema"":""public"",""language"":""sql"",""arguments"":"""",""security_definer"":true}",anon_security_definer_function_executable_public_my_permissions_
anon_security_definer_function_executable,Public Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable without signing in. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if it is not meant to be public.",Function `public.my_project_permissions(p_project uuid)` can be executed by the `anon` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/my_project_permissions`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.,https://supabase.com/docs/guides/database/database-linter?lint=0028_anon_security_definer_function_executable,"{""name"":""my_project_permissions"",""schema"":""public"",""language"":""sql"",""arguments"":""p_project uuid"",""security_definer"":true}",anon_security_definer_function_executable_public_my_project_permissions_p_project uuid
anon_security_definer_function_executable,Public Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable without signing in. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if it is not meant to be public.","Function `public.remove_team_member(p_dept uuid, p_user uuid)` can be executed by the `anon` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/remove_team_member`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.",https://supabase.com/docs/guides/database/database-linter?lint=0028_anon_security_definer_function_executable,"{""name"":""remove_team_member"",""schema"":""public"",""language"":""plpgsql"",""arguments"":""p_dept uuid, p_user uuid"",""security_definer"":true}","anon_security_definer_function_executable_public_remove_team_member_p_dept uuid, p_user uuid"
anon_security_definer_function_executable,Public Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable without signing in. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if it is not meant to be public.","Function `public.set_design_role_permission(p_role uuid, p_resource text, p_action public.app_action, p_grant boolean)` can be executed by the `anon` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/set_design_role_permission`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.",https://supabase.com/docs/guides/database/database-linter?lint=0028_anon_security_definer_function_executable,"{""name"":""set_design_role_permission"",""schema"":""public"",""language"":""plpgsql"",""arguments"":""p_role uuid, p_resource text, p_action public.app_action, p_grant boolean"",""security_definer"":true}","anon_security_definer_function_executable_public_set_design_role_permission_p_role uuid, p_resource text, p_action public.app_action, p_grant boolean"
anon_security_definer_function_executable,Public Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable without signing in. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if it is not meant to be public.","Function `public.set_member_department_role(p_user uuid, p_role uuid)` can be executed by the `anon` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/set_member_department_role`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.",https://supabase.com/docs/guides/database/database-linter?lint=0028_anon_security_definer_function_executable,"{""name"":""set_member_department_role"",""schema"":""public"",""language"":""plpgsql"",""arguments"":""p_user uuid, p_role uuid"",""security_definer"":true}","anon_security_definer_function_executable_public_set_member_department_role_p_user uuid, p_role uuid"
anon_security_definer_function_executable,Public Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable without signing in. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if it is not meant to be public.","Function `public.set_role_department_wide(p_role uuid, p_wide boolean)` can be executed by the `anon` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/set_role_department_wide`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.",https://supabase.com/docs/guides/database/database-linter?lint=0028_anon_security_definer_function_executable,"{""name"":""set_role_department_wide"",""schema"":""public"",""language"":""plpgsql"",""arguments"":""p_role uuid, p_wide boolean"",""security_definer"":true}","anon_security_definer_function_executable_public_set_role_department_wide_p_role uuid, p_wide boolean"
anon_security_definer_function_executable,Public Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable without signing in. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if it is not meant to be public.","Function `public.set_team_member_all_projects(p_dept uuid, p_user uuid, p_all boolean, p_role uuid)` can be executed by the `anon` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/set_team_member_all_projects`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.",https://supabase.com/docs/guides/database/database-linter?lint=0028_anon_security_definer_function_executable,"{""name"":""set_team_member_all_projects"",""schema"":""public"",""language"":""plpgsql"",""arguments"":""p_dept uuid, p_user uuid, p_all boolean, p_role uuid"",""security_definer"":true}","anon_security_definer_function_executable_public_set_team_member_all_projects_p_dept uuid, p_user uuid, p_all boolean, p_role uuid"
anon_security_definer_function_executable,Public Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable without signing in. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if it is not meant to be public.","Function `public.set_team_member_permission(p_dept uuid, p_user uuid, p_resource text, p_action public.app_action, p_grant boolean)` can be executed by the `anon` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/set_team_member_permission`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.",https://supabase.com/docs/guides/database/database-linter?lint=0028_anon_security_definer_function_executable,"{""name"":""set_team_member_permission"",""schema"":""public"",""language"":""plpgsql"",""arguments"":""p_dept uuid, p_user uuid, p_resource text, p_action public.app_action, p_grant boolean"",""security_definer"":true}","anon_security_definer_function_executable_public_set_team_member_permission_p_dept uuid, p_user uuid, p_resource text, p_action public.app_action, p_grant boolean"
authenticated_security_definer_function_executable,Signed-In Users Can Execute SECURITY DEFINER Function,WARN,EXTERNAL,"[""SECURITY""]","Detects `SECURITY DEFINER` functions that are callable by signed-in users. Revoke `EXECUTE`, switch the function to `SECURITY INVOKER`, or move it out of your exposed API schema if signed-in users should not call it.","Function `public.add_team_member(p_dept uuid, p_user uuid)` can be executed by the `authenticated` role as a `SECURITY DEFINER` function via `/rest/v1/rpc/add_team_member`. Revoke `EXECUTE` or switch it to `SECURITY INVOKER` if that is not intentional.",https://supabase.com/docs/guides/database/database-linter?lint=0029_authenticated_security_definer_function_executable,"{""name"":""add_team_member"",""schema"":""public"",""language"":""plpgsql"",""arguments"":""p_dept uuid, p_user uuid"",""security_definer"":true}","authenticated_security_definer_function_executable_public_add_team_member_p_dept uuid, p_user uuid"
